date,total
2022-08-12,7076640590
2022-08-13,2374072469
2022-08-14,1691300012
2022-08-15,7749393984
2022-08-16,6652404821
2022-08-17,5599935463
2022-08-18,6466872609
2022-08-19,5765272266
2022-08-20,3270471538
2022-08-21,1743414932
2022-08-22,8076029738
2022-08-23,6136709196
2022-08-24,7079417819
2022-08-25,6566131149
2022-08-26,6756784350
2022-08-27,2363009464
2022-08-28,1846433013
2022-08-29,8002606900
2022-08-30,8868883962
2022-08-31,7270040823
2022-09-01,7223275397
2022-09-02,5960229723
2022-09-03,2400646265
2022-09-04,1985667077
2022-09-05,7564880044
2022-09-06,6820246016
2022-09-07,7337823649
2022-09-08,6616603586
2022-09-09,7890981975
2022-09-10,3102487079
2022-09-11,1902913450
2022-09-12,7890354195
2022-09-13,7958671335
2022-09-14,7656341846
2022-09-15,7514697444
2022-09-16,7900360001
2022-09-17,2648961967
2022-09-18,1931986191
2022-09-19,9496645004
2022-09-20,8324513588
2022-09-21,7091934853
2022-09-22,8133218500
2022-09-23,8864626030
2022-09-24,2541687017
2022-09-25,2286966772
2022-09-26,8114779150
2022-09-27,7763819095
2022-09-28,7703464282
2022-09-29,8712901833
2022-09-30,8196376373
2022-10-01,2225032543
2022-10-02,1620911873
2022-10-03,7510222063
2022-10-04,6489073281
2022-10-05,7305489925
2022-10-06,7201655386
2022-10-07,7551031722
2022-10-08,2547127587
2022-10-09,1801253717
2022-10-10,8206182464
2022-10-11,8404841492
2022-10-12,7236858965
2022-10-13,8342042089
2022-10-14,8619292773
2022-10-15,2248207102
2022-10-16,1728362310
2022-10-17,8288168559
2022-10-18,7560216019
2022-10-19,7168228006
2022-10-20,7943881078
2022-10-21,8914907371
2022-10-22,2541236695
2022-10-23,1795246843
2022-10-24,8191389335
2022-10-25,8967498054
2022-10-26,8076943291
2022-10-27,7437122085
2022-10-28,8835652040
2022-10-29,3157456160
2022-10-30,2300459352
2022-10-31,7391972641
2022-11-01,8228049426
2022-11-02,7235344712
2022-11-03,6725854043
2022-11-04,7421046594
2022-11-05,2745187753
2022-11-06,1790028419
2022-11-07,7797607446
2022-11-08,7431683638
2022-11-09,6066387050
2022-11-10,8359439165
2022-11-11,8932331221
2022-11-12,2720528460
2022-11-13,1864224147
2022-11-14,7861310210
2022-11-15,7734797723
2022-11-16,7663474655
2022-11-17,7589076215
2022-11-18,7439304473
2022-11-19,2579728913
2022-11-20,2372227192
2022-11-21,8756945412
2022-11-22,7695321356
2022-11-23,7175884143
2022-11-24,8072917670
2022-11-25,8531852883
2022-11-26,2774450384
2022-11-27,1987479642
2022-11-28,9533526958
2022-11-29,8489914021
2022-11-30,7894108299
2022-12-01,7959446213
2022-12-02,7401422723
2022-12-03,2640128706
2022-12-04,2062502124
2022-12-05,7996450132
2022-12-06,8767270289
2022-12-07,8166678355
2022-12-08,8235744871
2022-12-09,7652912430
2022-12-10,3090211414
2022-12-11,1973772346
2022-12-12,8930159199
2022-12-13,8986805556
2022-12-14,9373149726
2022-12-15,8512043531
2022-12-16,8916289471
2022-12-17,2867662758
2022-12-18,2024656999
2022-12-19,9684580176
2022-12-20,10755960661
2022-12-21,9155247834
2022-12-22,10052304245
2022-12-23,8403724392
2022-12-24,2456907637
2022-12-25,2004041831
2022-12-26,7827817697
2022-12-27,7835211297
2022-12-28,7958052532
2022-12-29,7734788190
2022-12-30,7622835241
2022-12-31,2425513608
2023-01-01,1805432205
2023-01-02,7263359873
2023-01-03,5322871327
2023-01-04,6081872617
2023-01-05,5756527676
2023-01-06,7511922035
2023-01-07,2262400137
2023-01-08,1826080072
2023-01-09,6847620641
2023-01-10,7520627106
2023-01-11,6657024951
2023-01-12,6633147990
2023-01-13,7549727420
2023-01-14,2435496018
2023-01-15,1804992701
2023-01-16,7875007064
2023-01-17,7677156894
2023-01-18,6733815258
2023-01-19,7037918279
2023-01-20,9204718791
2023-01-21,2465315242
2023-01-22,1763291795
2023-01-23,7707009677
2023-01-24,7246366066
2023-01-25,7657489511
2023-01-26,6714030854
2023-01-27,7355367746
2023-01-28,2526538878
2023-01-29,1832874365
2023-01-30,8764275397
