date,columna1,columna2,columna3,columna4,columna5,columna6,columna7,columna8,columna9,columna10,columna11,columna12,columna13,columna14,columna15,columna16,columna17,columna18,columna19,columna20,columna21,columna22,columna23,columna24,columna25,columna26,columna27,columna28,columna29,columna30,columna31,columna32,columna33
2018-03-09,3682593091,3131696659,904773783,245751926,42319146,26592006,31034565,71553507,32951437,65444671,102682415,36120799,151645389,19177076,61132868,18367978,369071709,102823472,62890533,13203699,26729240,1617683260,249703533,1025075182,342904545,224939662,19933027,98031856,67731175,34175162,20256135,13919027,103058839
2018-03-10,1348813982,1277581625,243108544,66542304,8934045,6023701,17861322,44190187,1823687,32091312,12326474,11275292,30324520,1593568,3431707,6690425,22063891,19462215,12203669,5577575,1680971,878473873,16259867,483996487,378217519,273522920,14650245,90044354,23949394,22652219,10651033,12001186,29468903
2018-03-11,306238446,266337325,54183594,21997100,46297,1186975,5478969,665939,249056,4323975,3955676,6733736,5892760,2707199,934306,11606,19268974,3656494,3336287,87033,233174,135478983,1471449,68707414,65300120,31117781,11278359,22903980,23433205,22378210,12631904,9746306,9011937
2018-03-12,3478489662,2950947121,744363029,198959994,21948263,27751689,28384169,65444084,13726292,52618317,88236921,39573276,108822091,16621078,31823360,50453495,293528229,105071220,58713316,14521533,31836371,1564616361,231487215,1003680310,329448836,208711912,18246908,102490016,175863330,27664856,18006295,9658561,145437539
2018-03-13,2959331206,2583190515,670273058,163028540,33982671,21606254,21792260,64420615,49038774,43808033,93210888,15468449,106812851,14071000,27496124,15536599,214991924,86961789,44806018,11735849,30419922,1366167728,248153919,824531232,293482577,181424027,18515411,93543139,162589021,25516291,16542250,8974041,91497608
2018-03-14,3284786624,2609084077,696972502,175964700,27107866,21463584,30011941,56939464,42871529,58816551,72618728,15972134,108839472,15020795,28221438,43124300,499028244,88472168,37029729,15104371,36338068,1435284278,186882666,920607818,327793794,201533311,24825389,101435094,91876044,26164917,16308171,9856746,76162463
2018-03-15,5097367569,4587173349,1328576142,239044465,29460017,37422810,81485017,114461658,68405985,166486698,174251765,50716169,256103137,30449060,50496867,29792494,248608196,139470725,71196635,24051874,44222216,2118477223,353088912,1403181834,362206477,204125804,38336660,119744013,332634515,29839827,18533310,11306517,194058104
2018-03-16,3441464937,3088255328,881454486,243765971,58505167,27770939,29833216,64719144,32856549,62428783,99869663,24603729,165099920,18132954,35137038,18731413,191833090,98737522,52677925,15902685,30156912,1646359782,282886591,984602002,378871189,235398146,31395000,112078043,73815797,37277096,22954093,14323003,144064560
2018-03-17,895783774,849734677,120565987,53906377,881971,3957082,4447794,2325350,7714104,7768279,4220979,11361380,17675594,963471,409998,4933608,9328952,4190529,2417630,572426,1200473,641416399,18950651,248778954,373686794,274509948,12650443,86526403,18111504,23934558,11570710,12363848,12392411
2018-03-18,314603302,280713052,55627377,21199599,61616,596969,6022735,693071,261771,4638363,8591314,3848370,2633696,2904232,4016358,159283,8888044,3114662,1566656,1296852,251154,137129028,1883801,56766045,78479182,40316061,11419119,26744002,24240942,24472801,13846846,10625955,8829154
2018-03-19,3221780584,2768849505,712195853,187111465,23039929,22329320,24396807,60275616,37212338,54824541,94536115,24133248,95934309,11097653,30085765,47218747,203726612,92302701,52868624,10479003,28955074,1391635850,240831822,848856476,301947552,194353142,17804991,89789419,71955993,31069857,21298384,9771473,293683456
2018-03-20,3864861034,3506732115,862780176,191742523,35089510,21352105,42719350,109493979,49728104,69510712,84540276,25489097,142287859,20982193,43657564,26186904,179947983,131831219,77951296,13321060,40558863,1824819822,321819140,1174234130,328766552,188080176,20720388,119965988,77184716,39721540,28876489,10845051,285282713
2018-03-21,3284697080,2923744609,734839594,183352666,35421792,19777404,27378910,62369390,55949864,46336800,80699556,18647357,133376826,13642489,39785778,18100762,141795872,97744906,56156206,9760839,31827861,1639982602,342046784,991172310,306763508,184113616,23625091,99024801,84329550,31324263,22707365,8616898,154582621
2018-03-22,3977320374,3275987612,814809798,196144602,35143971,22836489,23888974,75109511,51726355,56903978,87790731,21881076,144212520,15060198,42388690,41722703,495703487,135005304,65863084,23043588,46098632,1638333073,338575469,994278655,305478949,190424698,19516477,95537774,60920731,31790965,18913650,12877315,140582534
2018-03-23,3964999228,3486067388,997442767,255275541,86153208,25324826,35451481,70182493,48419872,75066341,113163293,22871167,177140031,20309217,47671772,20413525,215623182,182162400,115062066,16423964,50676370,1830347737,322032048,1131105835,377209854,233135308,25071989,119002557,76396434,35414626,20596687,14817939,116178002
2018-03-24,972060297,931690825,144892619,54551485,12064090,4260870,5859543,2943440,3237424,6443050,5328980,8407622,31964968,1130604,954033,7746510,9595785,7482029,5284977,519944,1677108,655528695,25745811,245812507,383970377,279622794,16721074,87626509,57710317,24171514,12434988,11736526,12089517
2018-03-25,455421267,405503204,77902691,22795098,869392,1180628,6904004,6117416,276607,9740773,10065524,5488734,5669295,3245977,4858596,690647,14580956,15958076,11001810,981231,3975035,164653238,3971398,86503673,74178167,36641216,12125297,25411654,36064875,24112379,13697220,10415159,28793206
2018-03-26,4048775569,3552523107,931484389,235138759,27319899,23207734,26244085,91550669,50953750,61795478,105620034,25295790,130640254,17150519,115131081,21436337,221265868,132436470,61614457,23633545,47188468,1927087033,379782494,1169429730,377874809,229749981,21631992,126492836,141733036,32987103,19567564,13419539,146990142
2018-03-27,3851922489,3480359678,856870505,202765828,51043826,22734995,28895870,89415369,53387955,53796132,105431693,22208314,129442534,14460815,31542381,51744793,130595646,153639331,85722729,18638530,49278072,1804949100,400889681,1050695043,353364376,217861780,22521377,112981219,111085380,35830531,23551216,12279315,232217205
2018-03-28,4951214521,4497986839,1090461737,246861572,52038042,28228789,51323377,108751528,58728645,91520316,138223908,40224763,148811900,24870017,64232558,36646322,201128949,237502933,130074604,39318240,68110089,2573724533,491332985,1646899061,435492487,276329924,27502230,131660333,107629047,37556583,21280842,16275741,137688545
2018-03-29,2293698245,2103481606,526733043,121791193,41954861,15399346,21399377,66726285,28501141,57088153,37813262,17217188,72252803,13744813,23008149,9836472,98541567,68316004,29622346,21084710,17608948,1204648006,163984588,741638660,299024758,185158282,18665603,95200873,63995561,36715914,23718354,12997560,53876664
2018-03-30,1107250156,1043333292,224144678,40060911,36506111,5181842,12252978,21925409,4293877,28065809,32891177,11126079,13674653,6976771,7335021,3854040,9282747,71992271,41259227,6295543,24437501,422127576,53352810,284751152,84023614,38298969,14448058,31276587,46182857,28489564,17990999,10498565,74687620
2018-03-31,15988133239,14440347565,3711186474,826979901,118538867,51727820,227015612,615527823,39444676,260133869,242959203,40068013,178613520,65023686,77269817,967883667,481936666,730114962,332693626,188010133,209411203,5454685702,272452750,3569620515,1612612437,766500621,519399465,326712351,1564139807,207278900,39698106,167580794,547526233
2018-04-01,2084658282,1578487172,166693789,19795035,1601613,1296797,2502838,2106730,578476,3510841,23898681,787430,8115954,802107,76312081,25385206,71377899,97438166,67330511,4283875,25823780,235845107,8073514,140156668,87614925,40894318,25331941,21388666,83056497,41030941,27502791,13528150,629232065
2018-04-02,2380130179,1676485532,269258319,102079760,12314714,5425378,7213088,20018725,13725525,14595735,40327523,4856268,19642248,10038833,10941689,8078833,392112442,113092900,71963182,13684032,27445686,843903384,90129245,503638271,250135868,170023771,19247110,60864987,60902001,56631019,30079393,26551626,182337707
2018-04-03,2920203909,2459642911,605927511,162510935,26446695,20108321,19015294,57855193,50129837,38089012,87285279,11999268,81776798,12042354,24654870,14013655,230089229,121569402,59340576,20683199,41545627,1276943830,157974997,749392798,369576035,234293512,23788389,111494134,66357713,45734182,22896734,22837448,109555296
2018-04-04,2860611592,2493587788,600978537,171056727,37774204,19050024,18850594,52129442,39359546,44466286,66374265,13366234,83434606,15407216,25034207,14675186,199109716,88059607,44504260,26006479,17548868,1309086958,154153455,834914543,320018960,195228088,20279580,104511292,62682137,30614128,20680874,9933254,231607428
2018-04-05,2915147478,2490952946,601606725,175736880,25722185,22967947,19378299,55243023,40783721,47386863,67552827,13956344,78163474,13158873,25208464,16347825,240184135,104229243,54076760,12301221,37851262,1365597768,173753576,841199368,350644824,205963461,23169951,121511412,69685914,32397177,20696277,11700900,89501902
2018-04-06,3399280700,2768939255,822714459,228423807,36602599,25346574,22983663,65133681,31020027,61946542,93092129,20535431,146853835,16006888,25639669,49129614,361244518,101489311,62501095,17504239,21483977,1486095691,190196865,939888367,356010459,231410392,21325580,103274487,57496522,41249275,28404449,12844826,45870812
2018-04-07,970974370,915759282,131164848,57628906,8551225,5098704,5250081,1864981,3628042,6531348,3438726,6175338,24677656,1572017,251143,6496681,13733849,8590854,7353307,105895,1131652,669658670,14437203,248495835,406725632,294686936,18909454,93129242,19319835,30070441,16227353,13843088,18205936
2018-04-08,438265247,405358620,55566940,25595593,209138,732385,5969110,693869,263482,6735782,3955599,3872409,2676790,3044264,878632,939887,7646777,3777092,2818717,143231,815144,156773039,3228404,77331686,76212949,35854620,14739509,25618820,21183999,28525453,17221972,11303481,108157424
2018-04-09,3141425565,2658169418,675547900,182254454,19554557,23591258,24406857,58867322,34043462,61210808,83437737,26128172,99261311,11914867,36665089,14212006,230090161,116880686,60579626,21331103,34969957,1460114168,223490843,922092913,314530412,198661505,19653408,96215499,73654451,36269962,24395471,11874491,102671289
2018-04-10,3560409122,3156029982,832853380,190869055,29925745,21012081,41300537,93456788,26422985,75247899,101873832,18824874,118971005,19208248,50537635,45202696,207148611,100511864,56112672,10943097,33456095,1696762189,202447693,1165971236,328343260,199502129,22593181,106247950,124859504,37903261,24869720,13033541,117956781
2018-04-11,3234495120,2731638294,653711440,178778490,28900810,19411880,21094631,55934289,44183709,46083580,72523843,18916451,112633366,10927892,24496801,19825698,317436089,98919179,45277098,14327214,39314867,1370955221,202104902,858794272,310056047,185011260,19904104,105140683,91536253,28965903,19677796,9288107,120185515
2018-04-12,3159707941,2644966452,703005531,193923653,27062584,18387823,23250658,57004132,48628313,52446920,74264991,18686437,129001887,14024835,24448473,21874825,321474086,81315293,38408277,14322529,28584487,1332940261,193363793,835905499,303670969,185746462,18888422,99036085,136738792,32824828,22253564,10571264,189902925
2018-04-13,3741470890,3175451573,937777916,252616750,54588507,25355979,35583523,78113214,39075201,74030362,123802713,44672858,112830450,20623487,26533129,49951743,383887816,94325385,57585978,8641045,28098362,1603313762,226251711,1012685027,364377024,231310470,24760581,108305973,185652038,39323187,25134537,14188650,99027654
2018-04-14,977305524,928061087,164600561,59011851,4979788,4294149,7207639,6598129,3162900,19557289,9021726,7641095,33422324,1151231,1281164,7271276,12982157,5132659,3508211,416926,1207522,666943901,24819109,253368827,388755965,278087742,17856666,92811557,18038598,28515900,15619656,12896244,10410993
2018-04-15,1605399438,1502699586,429416501,65009705,649761,6342440,45756549,35024167,432808,69450905,68864532,23280065,85856692,14381756,10042554,4324567,24764049,33557063,17725999,9046034,6785030,622005976,72637067,434660177,114708732,40765589,29636039,44307104,85776615,30082583,17937807,12144776,67220931
2018-04-16,3897721566,3109044894,880021628,222232133,31655309,28570945,46413132,74682768,33708299,79532551,110899277,17278947,129185255,19166659,71727095,14969258,535857368,107545467,55612525,14255209,37677733,1623148223,259773878,1010519020,352855325,222163360,30545780,100146185,100040322,34948232,22383063,12565169,163858132
2018-04-17,3259339567,2773079739,762795283,192411939,23992178,19497374,26005837,59427830,42235217,57920220,70835737,20356789,156265722,15548369,36659398,41638673,229999364,115528288,74271757,11182162,30074369,1410539774,248666107,845432792,316440875,191551981,19820030,105068864,112799569,31310105,22180817,9129288,136287014
2018-04-18,2893032680,2556607623,678220839,170946462,25814150,20488412,29401538,58580198,43183291,48815225,82587541,18614616,122786745,13101183,28548500,15352978,170351582,103907662,47301035,21280915,35325712,1369855932,255789500,822121488,291944944,172433294,18271872,101239778,95939221,33010650,21998084,11012566,78886180
2018-04-19,3167205087,2807897470,712812678,175664301,33156175,22739247,20024081,60517601,50923613,52015355,80085797,16509812,136021056,13353733,34397765,17404142,192803269,85424992,48804122,11668512,24952358,1347989976,246001368,801418397,300570211,184745763,19512222,96312226,54637056,37394214,25165465,12228749,385376316
2018-04-20,4290470524,3760601372,995870721,236493117,51849766,29929268,47433696,103099273,33637404,99143443,113605552,26788759,155338498,22026244,33208080,43317621,317385906,99045224,41618258,22154654,35272312,1906683401,269070693,1239033911,398578797,259992488,24483206,114103103,100770142,40928641,26471882,14456759,111916747
2018-04-21,936125077,896796776,131666805,56677490,8479818,4668560,5691900,1815173,3431820,8828147,4215843,7197885,24296737,1077881,795552,4489999,6198888,3425050,2595892,59793,769365,645825845,16988811,240695796,388141238,278043400,17988750,92109088,19233058,30941646,17965638,12976008,34002221
2018-04-22,434668830,395922745,58618133,23672170,199236,807604,5864832,3445165,626353,4271689,5035712,4584285,5325738,3288492,1202890,293967,6572417,2568019,1445746,390142,732131,174612056,2624093,101091727,70896236,33438484,13357828,24099924,22102246,30658414,19080458,11577956,79662346
2018-04-23,3150490625,2735789903,735901574,172356532,44905992,21426591,21407119,69717438,35683423,63209521,99215824,16780444,94451070,15724332,58509335,22513953,177541996,84605251,34827445,9874724,39903082,1515129345,280833898,904834246,329461201,207755860,19110265,102595076,71234499,38414487,26142774,12271713,78542154
2018-04-24,3423816324,2991272313,790622729,186282017,35350792,22215499,24672064,71458324,42217412,49357024,79040221,32762125,153832152,13881318,31939165,47614616,241959365,121481806,69852811,13171905,38457090,1525980159,277110280,922703100,326166779,197591810,25009655,103565314,213862683,32123487,22185764,9937723,66429574
2018-04-25,3860577375,3477240813,786056115,180453383,36900042,21662481,33651399,79364693,49114508,66548999,95286395,26926669,122324431,16773896,37245947,19803272,182038118,154191177,66041927,27218085,60931165,1831991475,317493635,1189195020,325302820,197204780,24524093,103573947,148219234,34148152,22930713,11217439,231515493
2018-04-26,3588903250,3166856565,810150030,184852942,32560356,20792281,29532514,87210500,61929584,56168440,110259841,25609704,128210023,15875292,34704145,22444408,208828587,154285637,83846200,28686089,41753348,1671240885,345447234,954581734,371211917,205305985,21200205,144705727,77535405,36721565,24483214,12238351,139663806
2018-04-27,4396213778,3881646794,1094457352,255658067,76729165,28129986,35939020,102208575,65653978,91258800,134500705,30877610,134623926,22466945,61305822,55104753,177641460,177617851,63265622,69627442,44724787,2006109906,387898960,1202305602,415905344,260336337,24464013,131104994,89627734,46466806,29055162,17411644,159668607
2018-04-28,1003135319,953376331,123441790,50168363,11135330,4858418,4866615,2398651,3514333,5687751,4900504,6923663,21328087,1205510,617238,5837327,11509249,11352794,7879050,1624320,1849424,696134513,19495598,269547873,407091042,291485572,16673219,98932251,21589248,34919327,21021896,13897431,11068950
2018-04-29,381879409,355123037,58757048,26406920,60346,733070,3065949,3364125,665609,2915976,4723447,3944400,7484616,2110926,3017526,264138,5548728,5764300,2912261,1941024,911015,159067426,1552990,71292932,86221504,45270161,12683840,28267503,24807057,32906228,20958223,11948005,14008201
2018-04-30,20401049289,18293242190,4738739298,1003286660,165925809,76081582,283015862,734520315,75481191,383190012,415678169,79985299,325858253,107521756,123144203,965050187,749287313,1062768608,501338734,251333798,310096076,7224953264,770710122,4785710978,1668532164,763213841,490151006,415167317,1620163936,234117447,60361849,173755598,793371166
2018-05-01,1981896623,1550916272,103195788,22010118,77754,1578623,1407988,6192565,5903158,3965794,23454842,1674528,12768797,1309211,14336839,8515571,41306006,88932350,68290147,4627621,16014582,267421348,17713788,182034638,67672922,18474916,28180222,21017784,100247247,40737597,28370179,12367418,608181081
2018-05-02,2577231698,2054829545,514819633,154642241,22028258,12586340,15442537,42430090,12768510,34534499,94833518,10991360,79530410,9138628,15067916,10825326,358073191,75415713,43438962,8949903,23026848,1127152115,96437014,682207781,348507320,223339623,24333221,100834476,50047121,39282497,30020130,9262367,50924818
2018-05-03,3134146792,2604144970,631293779,159783642,25203918,15835378,24319613,58935142,34956267,45169779,73588887,14784738,132325564,12643174,17641582,16106095,252986818,96798320,49389561,24675890,22732869,1376507754,172162459,826134838,378210457,245612234,21088193,111510030,69372416,61870913,27108304,34762609,186388530
2018-05-04,3481455728,2956502699,727430226,211180610,48708744,20547982,23009605,60991547,46458453,56831882,81119087,17199595,96856223,17233343,29942147,17351008,234864235,98410012,40973008,22278360,35158644,1577653639,186079388,967250858,424323393,257713470,22476287,144133636,68555728,41435695,28458232,12977463,257119499
2018-05-05,1106786436,1048197097,144004577,50482950,11629243,5290580,4767094,3310427,4690094,7224701,6150061,6200554,34843086,1510100,1830604,6075083,12829720,19720989,15239499,905373,3576117,736372852,19329242,250777782,466265828,300940310,52700055,112625463,21589384,34147855,20363249,13784606,31339611
2018-05-06,357271403,315186757,51717070,19126796,191603,1405107,4512233,683197,251362,4061347,9859662,2118927,6372349,2076784,824181,233522,16545828,5041859,3883960,333108,824791,134833108,5007345,47190178,82635585,38663425,13599779,30372381,21716826,34963972,22254691,12709281,38253336
2018-05-07,3530140819,2779542403,755470037,213304290,30272500,29060440,23986761,65696213,47202499,60036855,89536583,16479389,119039586,14124690,31326007,15404224,471007531,121080147,73163637,13155863,34760647,1478504362,162847650,964593052,351063660,211964970,24161036,114937654,84060667,46205500,36362405,9843095,65607976
2018-05-08,3207979696,2811662390,690220320,200099063,33574190,17346958,21964663,56579315,43526185,52975778,82380895,23410807,101407907,13649030,26151277,17154252,191293527,117289852,48728323,36250707,32310822,1472772657,240706815,905035613,327030229,194675826,22578198,109776205,95433414,43781639,31572045,12209594,157456869
2018-05-09,3122661504,2645580991,684693240,187451992,35948626,18833637,23097785,59369908,42328545,55383609,74352626,18576518,110294803,12335010,25921831,20798350,184392737,105037934,55274723,18977790,30785421,1422115104,214160886,887888841,320065377,195565580,21158802,103340995,64875073,41906778,29535398,12371380,145380406
2018-05-10,3704787891,3297584662,860254181,239417998,35374688,21087842,38054946,94548206,17250088,76592332,81926611,46892199,96551245,16275445,44859559,51423022,219632970,147121578,65133901,36413678,45573999,1762601458,218257029,1196655675,347688754,206070501,22066560,119551693,83135569,44275679,31050292,13225387,151688075
2018-05-11,3642277271,3104899961,796375911,242712477,58006733,25285932,32337591,63604774,33322001,64363953,89412401,23350901,92927964,19889400,32433514,18728270,337001381,83018095,39984468,15519918,27513709,1597248461,226261652,998102227,372884582,239500495,22858584,110525503,156640498,45084262,29247054,15837208,50568318
2018-05-12,962504326,923802524,127014018,60168884,7299044,5197304,5945748,3631598,3001247,7086623,3080613,7960149,19766285,1216109,240911,2419503,10613099,5971866,3386039,1009884,1575943,654200921,14055273,249678590,390467058,279163129,14632879,96671050,18525988,37082633,22485239,14597394,43083664
2018-05-13,361060587,323218971,65466078,21839504,308844,995244,6345849,576051,280109,5668143,11244683,4265579,8945452,3100949,1807529,88142,13580425,2600580,2142786,160397,297397,133538496,5331247,52431631,75775618,35906169,14028786,25840663,20381765,35657442,23225813,12431629,38533835
2018-05-14,3527158938,3035828205,795146568,202462920,48655998,19734027,25324363,68990597,32588245,63750101,101010369,14218665,131972287,15361318,21447586,49630092,231599637,81556925,39336914,9479892,32740119,1584970812,212969284,1021605302,350396226,219646902,26455748,104293576,182264047,47457055,36754741,10702314,118554009
2018-05-15,4156936761,3805765595,1177283666,218028361,27633569,23249353,77419586,107174321,31752279,165328521,156943446,45662224,188333249,26724984,48819021,60214752,151508873,110035781,50710136,15274284,44051361,1871419881,275157431,1246249418,350013032,191396468,37996362,120620202,162025370,38769430,26520955,12248475,120926197
2018-05-16,3470114941,2943920892,757767147,180649345,31517222,21685157,35265055,62444813,39754706,55986211,93353448,19127564,112736121,15096187,70318225,19833093,201930788,105292272,49144397,14357039,41790836,1567184518,257279091,962605241,347300186,208146184,33889309,105264693,164018606,37670429,26424720,11245709,87634078
2018-05-17,3301269522,2739669719,743419582,164465502,27577510,15775683,25002190,60339960,50288213,56185128,80655590,21068906,152448657,13392577,27477314,48742352,320977305,146520449,105566120,11034841,29919488,1446097613,234194608,881213096,330689909,200918668,20332131,109439110,82099948,43996504,31489197,12507307,88773475
2018-05-18,4696357365,4117506859,875115632,223577187,48702497,26858315,28110131,77518318,38956283,67647540,110836834,19744254,137917701,19908101,34273865,41064606,354392186,980363993,916354310,32880465,31129218,1705390742,266339801,1055883435,383167506,241694286,25101698,116371522,63924375,48801413,33472908,15328505,270400729
2018-05-19,1050091161,1011370788,130905102,57911415,9972352,4701137,5801614,2881784,2790078,6532897,3926969,6894200,19619315,1660566,343104,7869671,6006950,4577006,3128124,456752,992130,638187126,17556960,255989731,364640435,262844722,14764214,87031499,18342195,36799200,23098963,13700237,142237551
2018-05-20,717638151,675197992,142492211,30251596,409857,1871414,17391598,30974765,43465,27709974,12754471,6679768,4897113,3725347,4790988,991855,13264760,13064790,6607824,2367043,4089923,348807622,4960011,265703043,78144568,36257701,14854984,27031883,30567664,34616919,22846493,11770426,46928438
2018-05-21,3413173931,2920131482,676393771,184793270,28076562,22234570,26894396,54627217,37382661,56775485,82523378,16797644,105946143,15594557,31074500,13673388,205324878,177301781,106482246,36740115,34079420,1474730911,243147123,894004260,337579528,214042250,25643182,97894096,170800163,43088126,30926059,12162067,161902362
2018-05-22,3557366464,2976106486,748049946,180389381,32683397,17603575,22558459,63672740,51199210,50813688,77869588,19088206,126472523,16170836,40519056,49009287,389666525,108614312,56701059,20002902,31910351,1466437296,275947545,866358768,324130983,195440295,20084255,108606433,73934835,45422616,33393417,12029199,138667305
2018-05-23,3137600080,2769241218,726218172,176674095,34507070,18532263,31311012,54417753,54704706,54510875,81150599,23789913,112132772,14787892,50611723,19087499,138475761,126760473,75590237,13921008,37249228,1496299293,335236759,881785258,279277276,168089124,19535326,91652826,70909406,42159967,29628777,12531190,83814786
2018-05-24,3089887994,2704664442,679136395,173715023,34570477,16521802,22608086,71745247,45710008,51001395,78674704,19301781,104749671,14997280,28445598,17095323,185690468,104493259,54736948,11994655,37761656,1498866540,304776305,883223235,310867000,179341999,25660078,105864923,103609737,42041470,30486556,11554914,64849871
2018-05-25,3911327705,3541951548,988794447,241894075,66574723,24520529,33555138,71898782,49609523,85221233,115086910,36709475,149306355,20538891,37730087,56148726,157457556,146783300,86341825,15277942,45163533,1720387791,274533995,1049815166,396038630,253505400,22910184,119623046,98915372,48838363,34101310,14737053,242427516
2018-05-26,956175718,914715023,130227058,50503325,11263375,5119042,5803980,4314984,991292,6319589,5524921,7088058,25376293,1310760,559427,6052012,9694504,7442886,6150046,374272,918568,624554881,19607336,251432658,353514887,250721909,15206787,87586191,16668488,38672264,24837151,13835113,51812990
2018-05-27,350531270,321418963,55409623,22500000,102656,1016048,4771812,2014659,1159506,5402129,2967787,3600931,5264355,2475085,2720700,1413955,6017094,3246434,2411260,232669,602505,123347143,1366343,53936599,68044201,31262138,13706112,23075951,22750540,37907996,25630526,12277470,40010154
2018-05-28,3783065814,3202647449,798156478,212766250,26506059,22236267,32578506,90371844,48081707,66663728,110924806,21268065,98774887,16211062,34701692,17071605,247154400,145909127,75571358,25398338,44939431,1717178883,321229687,1027755593,368193603,243112738,21498050,103582815,127359468,47346234,35434351,11911883,84846842
2018-05-29,3731284430,3412362726,809298412,178348046,34739248,19192583,27708761,91624776,60951229,58852834,106543071,24054913,100691535,19507063,38578522,48505831,141634505,131396606,63769535,22160130,45466941,1876259620,337795899,1191597628,346866093,203631140,21837891,121397062,101588514,48471436,36701562,11769874,124760016
2018-05-30,4150341916,3724077249,926267962,213257541,56025876,21546980,42884656,103283708,54290890,83411295,113047075,30183040,104461710,24206863,45066517,34601811,131645364,255943580,136408200,58950853,60584527,1862152654,370135799,1143878494,348138361,204005279,24191126,119941956,92711917,48696077,34203115,14492962,105277353
2018-05-31,21536717630,19642108780,5254604486,1076459229,206747823,76752024,296307282,764789122,124660014,415274547,490212635,93110317,385240804,111108671,160297636,1053644382,588100374,1154740338,575549005,252189170,327002163,7630082529,815988968,5165455398,1648638163,675267991,591453447,381916725,1656197175,253685864,59657549,194028315,951027985
2018-06-01,5274832200,4129177200,630825184,178625713,19365611,19612659,18121896,48755614,25838931,40301091,132499117,15944765,70880947,12568847,37298475,11011518,369385327,198208123,123319105,26755103,48133915,1489283759,161815813,903671450,423796496,273021225,38597168,112178103,151821985,67185127,48330226,18854901,1111857451
2018-06-02,908161461,847316261,101451404,36459346,11675331,3307578,2153560,4820789,3617921,7528565,3075060,3541157,20864625,864246,367313,3175913,20627307,5548407,4061117,483179,1004111,623653286,12079165,204266512,407307609,294768421,14640025,97899163,19614586,42308644,26851774,15456870,20601078
2018-06-03,413810300,358216723,33288784,16700976,1163267,577689,1992271,570527,608660,2731527,3423704,1016821,3416448,529667,354149,203078,28499629,2089174,1706977,100339,281858,190990796,1220957,71312566,118457273,79414281,13206765,25836227,30508997,41409719,28579202,12830517,28218736
2018-06-04,3362075671,2765179631,607546099,177504092,21854561,17800734,24304225,51523669,39951674,44225094,75042782,20001571,78978422,13203447,29201009,13954819,305064351,111034862,48942402,25176422,36916038,1421986388,221339762,834626189,366020437,224796062,21226316,119998059,94882440,71727123,37696889,34030234,261082946
2018-06-05,3235191883,2637778908,685398548,167123812,57952769,16949325,19301902,57694129,44672654,54554311,77476827,19008145,111078743,13676690,32571056,13338185,412657925,118845019,66087744,22307480,30449795,1431620916,187613848,903276786,340730282,206684885,20607765,113437632,74425972,43982638,33516536,10466102,73204165
2018-06-06,3049607977,2680566144,639270630,168592761,37195850,14072449,22404123,49411525,44031072,47829417,78110999,23418783,98997714,11516193,28438459,15251285,192839924,101159822,51370976,20405412,29383434,1412675696,232754025,849423032,330498639,199647777,18863596,111987266,64691567,44074303,33417594,10656709,153946280
2018-06-07,3205868954,2767703090,661856065,166157289,30461994,14288674,22241269,56879807,45699814,49031900,69660496,16879887,83509505,12589721,74394741,20060968,233592835,102076150,56576006,20429328,25070816,1515910934,214064902,962588949,339257083,207572253,24060706,107624124,85398902,47043026,34351516,12691510,92974294
2018-06-08,3466288215,3053258974,815353626,221527909,45668298,19845302,27587394,58743177,20952421,72076587,111579999,23994870,100075094,20481308,37840353,54980914,199417401,106261763,63768209,15922115,26571439,1634403235,214333283,1017130471,402939481,241036369,31184780,130718332,66856858,52022062,35000943,17021119,190473518
2018-06-09,967265049,922757843,132864850,52009433,10587843,5110227,6392541,2251012,2046641,6759865,4441842,7238235,25730334,1021386,522001,8753490,11429590,12253956,10969559,660308,624089,666282928,22984468,243222003,400076457,289063370,14519273,96493814,17510694,42768109,27374397,15393712,12691344
2018-06-10,759552315,720780144,156285724,37378293,18227,2310606,16418493,33008140,257312,30767161,14673842,6788397,6247017,3530454,4406497,481285,10174022,18826400,15768294,1376564,1681542,377758230,5055227,287018750,85684253,41137161,15627516,28919576,28304911,42694620,29392235,13302385,34375700
2018-06-11,3650657427,3015363292,724723664,207062802,25068839,17289825,27063268,73193315,23273423,56117901,88745868,18746633,112170401,15911761,39744209,20335419,337602103,122071438,62095185,19175073,40801180,1525730903,225707987,945329543,354693373,224369835,22757669,107565869,111407680,53703347,40071333,13632014,125403676
2018-06-12,3296245137,2863324042,707054498,172267132,33379917,19746632,25558263,59892350,44086669,50216637,72493611,27119961,88452476,16300301,33850783,63689766,220869269,106774066,53466645,8282086,45025335,1533368185,236197077,963198941,333972167,205502441,22658854,105810872,141457273,47199538,34630247,12569291,109637260
2018-06-13,3438847374,2729491869,670266507,177379455,32290443,16003682,26218930,56591386,38165624,66571958,75439481,16404652,102043466,14019833,31367095,17770502,540150446,90029244,41288668,12009808,36730768,1499422821,257559168,884791998,357071655,220311064,25217517,111543074,133015369,49434646,34591774,14842872,100653576
2018-06-14,3289774737,2897063161,800258687,178169380,29349039,17775567,29981825,61564237,41241881,127958716,94575020,21257255,128104762,16541774,34694291,19044940,200311365,124825020,74393377,15068707,35362936,1513848789,227878183,932292496,353678110,213783758,25796120,114098232,94594058,47577674,35031080,12546594,67650124
