date,columna1,columna2,columna3,columna4,columna5,columna6,columna7,columna8,columna9,columna10,columna11,columna12,columna13,columna14,columna15,columna16,columna17,columna18,columna19,columna20,columna21,columna22,columna23,columna24,columna25,columna26,columna27,columna28,columna29,columna30,columna31,columna32,columna33
2020-06-02,2426312554,2071791060,506305021,139823875,28192969,12634823,14539930,43314209,41303461,35275545,44839371,17111567,56708113,9019915,60837879,2703364,193588560,130705184,69671719,34133203,26900262,1190273520,141973451,669918716,378381353,229639629,18524458,130217266,28537322,8937995,1049921,7888074,70511629
2020-06-03,2398448335,2077037676,505284445,155471307,32673774,12295413,16329109,41069817,45604003,36232441,50567307,13901647,68721970,9067145,17019780,6330732,144935512,114777004,55491136,18443047,40842821,1217552087,128898333,729927055,358726699,216541750,14888544,127296405,26369260,4292880,683790,3609090,89204284
2020-06-04,2738328543,2371207351,567351436,163699813,29211259,12500035,18103796,47225908,57302040,40581751,44976241,17411710,83008357,11416429,24307850,17606247,174824349,123256458,74248767,15631940,33375751,1239519065,133039497,742665094,363814474,234994330,15024883,113795261,35514675,4496594,304828,4191766,262987743
2020-06-05,3026987645,2618704847,701174946,213199808,51039036,21165918,30809768,59030291,30978817,63313908,76668569,21919337,82386301,16428928,25129866,9104399,238531573,145569902,73398809,33806782,38364311,1450802975,164094808,874346676,412361491,266275439,16718956,129367096,51653245,8208518,1669564,6538954,118095170
2020-06-06,868288172,818524914,140126695,50618626,12062502,2636387,4531969,2066840,4525562,2964092,8505458,8699180,19754988,1426277,1307109,21027705,22551913,7039157,2753602,3345605,939950,591838653,9005103,192940503,389893047,290480755,11241284,88171008,10494621,6146028,261186,5884842,24940839
2020-06-07,291443046,256858098,51195894,26147819,314947,1469890,5229343,1725061,2302350,6172141,1747115,2235607,1602549,2027303,218140,3629,15800628,2096928,683963,112158,1300807,144984579,2807583,65006251,77170745,27936907,10963917,38269921,16379888,4905416,219841,4685575,15397013
2020-06-08,2991796383,2615768250,592704478,184135420,31180445,14253136,20047572,55411857,34402341,56092960,64345597,16050863,62250083,13387589,24498015,16648600,178596313,139991004,77499760,31145837,31345407,1522017685,151922979,963473968,406620738,236473621,18371774,151775343,50658066,5095202,558020,4537182,112097091
2020-06-09,2857491576,2354856358,554582070,157085283,62954424,15202109,32712959,58113740,9408848,18945201,49951979,18992581,78443628,14786340,25147345,12837633,374739753,149430567,95462470,19869146,34098951,1315561454,146415552,785620560,383525342,234733991,15652144,133139207,35293107,5272837,758685,4514152,123282365
2020-06-10,3489291341,3110535381,694892864,170273285,40127922,19595146,34105769,77238438,46463729,89792372,67161982,20761840,79227696,11865479,26118848,12160358,201195284,143996038,70716363,32363113,40916562,1663157492,174423005,1113184121,375550366,217165174,16689003,141696189,47553630,6059743,523602,5536141,343012702
2020-06-11,2612327528,2231031940,584223301,170036456,32699734,14782675,16382723,49478986,44792686,41461461,51268571,19706932,79406423,11968259,20243015,31995380,247916750,122717879,64585641,17109312,41022926,1290582575,173913016,756636542,360033017,221251869,16661628,122119520,47925765,5339562,707421,4632141,63944413
2020-06-12,3434143756,2823783752,715159392,225516918,38535020,17335261,26647784,57030817,28987325,64780536,68318109,33929391,99678753,17503919,24755491,12140068,289195159,129859195,89183065,12775181,27900949,1510613992,202981403,879730162,427902427,278061101,18700009,131141317,158886964,8671937,1618667,7053270,161153190
2020-06-13,871019931,835281225,117158358,49217550,11339666,3443423,4777429,2304592,3673020,4116845,8511731,8432924,17698859,1234276,488308,1919735,9016452,2439732,1405306,415067,619359,597157412,312168,194750054,402095190,286372858,11848962,103873370,13224876,7446669,458435,6988234,81141490
2020-06-14,295748457,267839520,57965774,25450784,195564,1249115,3649822,1518574,682584,2972929,2926985,3637152,13144438,2053761,169085,314981,8461141,3676773,2228854,64263,1383656,157568204,1556210,63776405,92235589,31417737,12542921,48274931,18579547,6027429,432871,5594558,7507637
2020-06-15,4419413073,3969474854,1107081439,240314787,34669048,24918436,72030781,95145660,43475680,166636512,127877171,60049211,137578434,30939825,46924400,26521494,189157929,160691296,82323143,29874351,48493802,2099709006,292441704,1371820021,435447281,247424799,30634222,157388260,141109396,10810356,1000384,9809972,106234789
2020-06-16,2914594392,2630858478,641167261,174179725,35220308,14317834,22960615,57987614,34092609,49216820,67782190,27562661,85240549,15225359,24178050,33202927,120138487,130452675,53661166,21763880,55027629,1479167659,235123543,868753621,375290495,216323220,23479010,135488265,43821248,8228466,1850569,6377897,161021106
2020-06-17,3165323639,2771009631,600943357,171834159,12967132,17273317,19763752,53296949,43066750,49263936,57627792,18658341,112753048,12463809,21076046,10898326,262663866,102763755,53750565,10489580,38523610,1393232471,210986655,814893346,367352470,212475789,16514476,138362205,62067469,6286626,805668,5480958,455645912
2020-06-18,2814373287,2538536466,689141570,167959696,35448624,13367948,20690959,58796502,44378172,49008411,74322747,18508302,117079268,12655761,63747996,13177184,143415640,121071165,47121548,22136780,51812837,1395179912,240490409,788873372,365816131,219325893,17675692,128814546,44911178,8667708,1080495,7587213,89258564
2020-06-19,3225716803,2919189364,780174152,230163678,47413601,19417137,26224409,55749827,36419902,63000942,78524744,19916362,104555594,19088265,62296126,17403565,112320053,139448584,80457376,13730131,45261077,1583914767,225015315,938979486,419919966,263380275,18905664,137634027,46554860,9020316,1500374,7519942,212970533
2020-06-20,1280847005,1228228818,208620074,64792818,10204156,3719186,13956434,26771292,6214719,32481129,14823089,7598902,23627323,1667426,2575861,187739,14116027,16805059,11202524,1536375,4066160,893041023,19134241,453778510,420128272,295037098,13936960,111154214,24758114,8383669,1166837,7216832,30133849
2020-06-21,349672424,307558558,58430082,25653023,518032,1311625,4540414,1635146,466682,3337829,1752821,7239828,8688648,2215052,212071,858911,10136145,5788784,833316,4556930,398538,163793444,1653939,66124540,96014965,36327343,14856906,44830716,20166561,7158556,1096080,6062476,33533639
2020-06-22,3589102889,3155693103,685779041,191565308,14272084,17682929,22106449,56660284,41177011,61521687,68428907,38519131,101907474,17938644,36253350,17745783,203514913,128972657,66423211,16735874,45813572,1648853701,274238820,959953915,414660966,249416271,19711314,145533381,91225622,12336012,4674828,7661184,153945394
2020-06-23,3036817236,2759691855,681612080,162861894,35740777,15400258,21524606,63046615,33729274,48605734,67428449,21354947,107314847,17363067,54766172,32475440,114501078,127226370,66824940,18945910,41455520,1582255918,262718566,913818917,405718435,255424637,19533732,130760066,54851081,11702697,2581797,9120900,102131740
2020-06-24,2220991698,1961303484,477665080,103327644,28023979,10785310,13581295,38685336,49327731,29822714,50750445,39007121,62699075,9877649,31705129,10071652,99982934,97622129,50305541,8850992,38465596,1040724481,194295481,595017248,251411752,147492154,20382440,83537158,38307636,7727494,1775964,5951530,170960141
2020-06-25,3579653690,3152901096,814082686,190296321,38192888,19117749,23930029,78175241,57667342,66611317,75485994,28556474,143208325,16712341,37148123,38980542,202587543,193164362,109440925,28836830,54886607,1667745863,301826813,924081749,441837301,266581176,20208142,155047983,77686202,10542672,1808858,8733814,133736816
2020-06-26,3906212227,3625815500,829951233,234766525,47594084,19546332,23740540,69753865,47723463,69974153,76905249,27721878,140439147,18139435,42150311,11496251,81529374,171325411,104231375,18580871,48513165,1992001102,337188332,1196995730,457817040,281150323,23153155,153513562,62357412,12697638,3539934,9157704,352687619
2020-06-27,910797280,874397695,133929696,52261972,12529055,3995333,4377067,2259183,3285536,3514335,3171979,7893938,37881201,1018584,462843,1278670,9051056,5846902,2415605,1217503,2213794,656390882,17701022,206258698,432431162,300378808,15358676,116693678,15890018,10443649,2867134,7576515,34017663
2020-06-28,502825625,374549086,63762270,29428427,770402,1336313,4376429,2031747,542148,1738277,2127984,6381136,11635395,2160485,1082500,151027,107439383,4064075,3427403,296147,340525,205332321,4061366,89227570,112043385,40470393,13394170,58178822,20549129,11634112,4560041,7074071,48438931
2020-06-29,3960363288,3459642341,860507269,200252193,40600000,23968491,31177686,77896635,45631730,67283822,104566042,34726571,148000611,19421308,44765038,22217142,145534403,226993389,118166943,42685206,66141240,1877808679,331108527,1071808533,474891619,284227322,22727514,167936783,63936748,19184403,9001204,10183199,134611093
2020-06-30,19818839503,18124316112,4323982736,968818793,154999263,79965916,236183663,552674725,118801954,418231798,437358234,107199474,328930128,110969920,153969284,655879584,253138149,1415351971,668343260,300673971,446334740,7251058570,762821661,4594770817,1893466092,951696246,437833424,503936422,1534702022,103817098,10354871,93462227,802538043
2020-07-01,5050119403,3990456022,589135939,136051157,26129882,13353629,14023137,40629389,23462446,36744123,80096389,13881001,73874655,20919023,107395920,2575188,308992838,295562594,184870137,37917239,72775218,1609638325,182353323,965989371,461295631,253726614,29418604,178150413,90747885,20967877,6499990,14467887,828469573
2020-07-02,2643883746,2211414458,531255428,137802392,36268943,14033488,15395522,51081121,52179681,34916895,54032235,14881341,88649207,5626573,23775571,2612459,226491784,84252902,46044166,18358176,19850560,1341657672,167789584,752648162,421219926,249058572,21857208,150304146,42431678,21855859,4888938,16966921,55974779
2020-07-03,3086991462,2670232216,627458940,206879674,43317897,18632351,19652578,47186809,42941309,55887930,63810991,16213379,74417726,14483394,20337917,3696985,176047661,134920087,83948033,15285602,35686452,1509049640,165695764,859123364,484230512,295246128,25369614,163614770,46402732,16587356,7511660,9075696,192799071
2020-07-04,1090141071,1041445201,104099237,41995857,13694945,2934405,3610943,1754106,3646389,2962363,2263969,6652730,21868184,1154306,1305549,255491,21007367,6152089,3377364,1030424,1744301,654875255,11032154,201727644,442115457,306415391,16413163,119286903,14119323,15936241,7018972,8917269,224159988
2020-07-05,445694325,384481102,63078991,22774481,6353673,2811072,3425279,2702816,674133,3267528,4761298,2249844,9764217,1557929,1244543,1492178,29403629,19905816,14491307,1521371,3893138,218252587,3815695,83742758,130694134,56291390,14513811,59888933,15336014,17042039,9136343,7905696,20619482
2020-07-06,3349441131,2697352830,653396938,174175155,38290889,18200209,19052303,49467978,37176980,53368652,70760057,17123392,92926009,14609357,31799004,36446953,232107081,168903788,100080365,25371700,43451723,1533848425,220052592,893250222,420545611,253506208,22326850,144712553,60766558,15276779,8938342,6338437,104159089
2020-07-07,3475918822,2844755530,613663382,173396877,38537326,16303062,33160499,59467725,28565528,47404386,57354226,17711405,84060202,17525832,27289844,12886470,353195492,241074866,173705153,31957220,35412493,1513376712,202197315,880313665,430865732,253307566,24638731,152919435,63629231,13660072,6799524,6860548,122071447
2020-07-08,3033878143,2643680963,625402481,163983070,45972697,16440118,23159638,50628954,41659385,47912399,52100976,18158385,101376789,12400778,37945143,13664149,234740981,146254740,78477141,27932273,39845326,1496565233,219527627,893534468,383503138,222899612,22875158,137728368,52626066,14893526,6757630,8135896,108902068
2020-07-09,3144309645,2693846645,673321289,163471183,73187656,15835548,20073591,52398609,49950315,52117664,59447914,18959925,110993205,14095553,30408120,12382006,275478711,121346854,62059779,22250625,37036450,1487789148,221834645,877341665,388612838,236040984,21028481,131543373,58091528,15582042,8411464,7170578,105695094
2020-07-10,3805644588,3355989485,945171666,239217917,54652123,22381831,39309372,96204783,31797338,105872403,95826712,28152336,119576273,21175570,33769363,57235645,249613496,144304523,84340178,22139009,37825336,1885553884,199343024,1242885029,443325831,265694191,26865951,150765689,67234697,22463105,12582962,9880143,75941707
2020-07-11,894148392,836937461,121216178,51782497,14323040,4631760,4769727,1494974,4224185,3465542,3266260,7334696,24336866,1200465,209433,176733,30229435,2256617,1538123,191839,526655,648291877,16084434,229102544,403104899,281870164,17913342,103321393,20706634,19403419,10315762,9087657,4473201
2020-07-12,374003787,343417578,50381601,24860527,282531,1411501,4969024,2075797,676740,3825478,1222193,2963451,4766440,2847174,289956,190789,9989413,3932007,2073755,341043,1517209,187240118,2650611,73617798,110971709,43892857,14158037,52920815,18184066,19778893,11491540,8287353,48651288
2020-07-13,3533500784,2988082439,687249517,190186015,37324113,18599908,21492759,62211668,41290585,61486143,81687188,20008975,93898419,17261551,22178062,19624131,325240076,175002547,92654447,43233166,39114934,1509213943,197727133,888756338,422730472,258847026,21576942,142306504,170798026,20012833,12348837,7663996,234017411
2020-07-14,3000431831,2655705112,606764432,172961776,11330392,20756231,20954156,50190207,40553876,48370694,62960704,18722984,101544925,17888079,26199894,14330514,166736532,152992042,94053481,15749594,43188967,1456891788,230537892,839187452,387166444,228171142,26302105,132693197,95856699,20057242,12081923,7975319,101259184
2020-07-15,4555060648,4126641073,1112559340,233443162,28928505,29194091,77974662,103701801,54303579,155826816,126427144,53464464,138267615,32137877,34127084,44762540,176988221,157400648,85883966,21758318,49758364,2267372516,373033422,1449673527,444665567,251397106,39269124,153999337,127266985,22619961,13045476,9574485,108193415
2020-07-16,3016491356,2719013896,637430111,168848540,33115570,15011675,21519290,60859334,41522617,54255395,58163150,22251106,100693646,16802935,27657562,16729291,153463692,114368386,65895603,17197118,31275665,1520135724,274566735,850612561,394956428,226568943,30569907,137817578,90198105,19453186,10955966,8497220,192553711
2020-07-17,3318888072,2897274215,826973390,233446286,53287821,21006399,28890887,54210884,50934705,67068418,79201353,43831056,104570112,19326345,27924039,43275085,238318438,127679134,68869616,13588430,45221088,1582862150,225143867,935370476,422347807,269863052,24700131,127784624,51894243,27378900,15479138,11899762,104165723
2020-07-18,889041243,840445357,147376092,55387016,15335354,3792360,4455499,2147191,4109974,3855180,14466153,8347961,32245124,1280648,1024398,929234,17219717,4767023,3514370,318489,934164,624886166,14512618,220550978,389822570,279248650,16414419,94159501,14866694,21293876,12377704,8916172,3425765
2020-07-19,454506672,426122349,57923528,25772932,404695,1600412,4158397,2882190,530357,3369061,1835212,3489802,11296162,2413213,130686,40409,11043643,2198080,1528524,336044,333512,189460038,2170604,73231853,114057581,49540102,14145577,50371902,19008949,22218124,13996194,8221930,119428077
2020-07-20,3790102417,3377141961,806170533,182083592,48845023,22735739,35304088,92220496,35604119,85625673,89260942,22853621,119363339,20283380,32841397,19149124,160409333,163299405,101210139,23866250,38223016,1814864408,240246970,1147992438,426625000,251340235,23217409,152067356,155764929,26158156,16533124,9625032,180078128
2020-07-21,2960054684,2606332937,632000829,164905566,41647318,18455166,18666695,50942582,42531446,48729910,67008471,23360183,100671777,15075250,29719756,10286709,158154220,133795804,76880611,18976705,37938488,1500189317,273277530,839690921,387220866,225396116,24491025,137333725,46148239,21416199,13704970,7711229,112429586
2020-07-22,3189690693,2828847465,645799979,167987106,42053060,19810171,21427432,48586475,41242495,38012644,64701457,20802275,80467099,15775571,50148004,34786190,183281696,123928724,68224589,22695342,33008793,1554765418,289040337,907498665,358226416,211900077,22314274,124012065,41982647,18476794,11178760,7298034,245500280
2020-07-23,2939370630,2650096326,641381545,165637100,40418763,17545287,23812590,58764493,42006304,52987610,69048899,21413043,85275945,15940651,33058008,15472852,131830900,149723528,86161798,16519053,47042677,1490890138,262794117,861358317,366737704,220952375,21025535,124759794,50466666,20610995,12711427,7899568,70285830
2020-07-24,3695749263,3254776594,819184017,233241375,52195993,22930572,29794632,63561826,33337581,73900289,94100657,27771004,116511435,21305427,40270535,10262691,215447279,150534674,81114439,18153448,51266787,1673142404,250697406,1008665709,413779289,259688065,28725917,125365307,54615585,26075568,16325365,9750203,101482242
2020-07-25,1058955530,1006177799,202646433,63384789,12924481,4486086,8254773,7012674,2789204,11977016,18142383,12173843,30299995,2842800,3884900,24473489,14495322,34743516,17317654,7849469,9576393,618865139,18519507,235337000,365008632,260021914,17664626,87322092,30015048,23457592,14337735,9119857,34695769
2020-07-26,396179055,366816618,67103943,24388679,92294,1726382,4703743,3684525,3584444,4688393,2499507,3414374,15750385,2258179,210351,102687,8447680,3236260,1900926,103000,1232334,183662684,3067696,71706650,108888338,44359437,15086258,49442643,25549303,23882069,15471955,8410114,44184851
2020-07-27,3846760620,3279505805,746958040,183338569,39447515,25372200,31079059,67257482,66774466,60225526,78710603,18260204,65210470,18499082,70862233,21920631,170226234,220766960,119652526,41199861,59914573,1622201324,273697768,935718709,412784847,259182958,22493588,131108301,71786638,26731994,17706079,9025915,335304576
2020-07-28,3285595242,2953264001,648580750,151142347,36792170,24131246,20990697,56872010,42677188,46004123,74540673,21711685,109394172,18283204,35065407,10975828,94797306,236261241,166294214,21441899,48525128,1531177901,277197362,858981086,394999453,247582895,22401138,125015420,71940112,23939620,15845030,8094590,216694046
2020-07-29,3469611894,3004096169,688024126,176798275,41949178,20486522,37073074,63346242,58614659,53559605,64982265,30021169,68487450,21209607,35602049,15894031,256768526,194463544,107530392,30640953,56292199,1735571771,299995223,1068684177,366892371,219786768,22557258,124548345,59433339,22839981,12345473,10494508,51600840
2020-07-30,3949707385,3491298930,830849332,192752973,55239345,19922679,31084501,87515441,52082315,76436050,101241595,53380650,61962888,30746038,50521460,17963397,204443397,352817785,190777668,79268630,82771487,1744902846,306148204,1025188628,413566014,247008596,31447398,135110020,88491899,25833804,16053395,9780409,102198387
2020-07-31,19124541005,17651453734,4449441497,1054489462,169981504,83749922,259663896,546964318,75448118,430806959,419023337,102208572,239120495,115627780,127927421,824429713,282252393,1305777054,625594074,281737947,398445033,7049657359,658960396,4700845032,1689851931,702446433,509520042,477885456,1492201104,134733608,26785043,107948565,615805204
2020-08-01,2582647910,1913782391,98867061,28154644,1765776,2231010,1409976,4654585,6283757,2202950,25814805,1111952,9236582,1663054,11874294,2463676,142145065,107862363,73589342,16587537,17685484,735771134,13268333,284074518,438428283,310007324,23887141,104533818,48040930,30453819,18002413,12451406,560978513
2020-08-02,470143372,279228572,29192843,14963237,166800,551745,1436366,4777410,853552,915903,855475,80617,2582655,207876,1388887,412320,168720400,5385041,3906555,332560,1145926,157600334,1633492,63749704,92217138,47095616,14873959,30247563,23799670,24532731,15882323,8650408,18625741
2020-08-03,3143244237,2475354714,404772122,133007255,26782709,14077548,14297978,36594504,23630899,33753798,58156954,12288668,15701041,11928528,19595559,4956681,287143867,162003892,91641276,34201879,36160737,1416809070,174534631,745182195,497092244,278872553,25884245,192335446,86274290,34257636,19924884,14332752,185764899
2020-08-04,2834270843,2307036098,435984397,137302635,33352983,22255831,14388058,41495825,40683689,29649353,38378601,13054480,27229122,13020968,22361804,2811048,334573034,138815644,75645674,26138363,37031607,1252965746,147583779,723849663,381532304,232075762,21921838,127534704,44106954,33977778,15085206,18892572,247118821
2020-08-05,2740515391,2236706767,516728089,169426088,41441940,14265630,16723890,44013305,40769260,31656879,43569599,14344214,51389248,13350786,32270128,3507122,319235133,152458517,88591448,25076909,38790160,1261842234,143322884,745796847,372722503,217513011,21297874,133911618,40917177,23080767,15370048,7710719,100847256
2020-08-06,2635680298,2309175430,529865700,150808858,37431422,12222399,16543012,44952899,43357425,38120296,37617577,49709620,37322265,14153169,16458525,31168233,167007191,142223322,88914436,25696768,27612118,1306704990,163906528,758771657,384026805,229019844,22814474,132192487,59858323,23566319,15719682,7846637,75662833
2020-08-07,3139384878,2636417758,595600915,219492741,44571665,18479047,20750329,43424014,7984413,50940620,48251281,23561590,26480858,18723383,35416898,37524076,276040265,133866446,72978203,22655254,38232989,1469743781,152271201,912976255,404496325,255670944,27121308,121704073,57971010,28344858,18281542,10063316,179621172
2020-08-08,977100339,902814933,97052275,53943971,12190201,1694073,4342435,1774331,2419313,3947776,2098214,7090295,3646492,1153700,1979600,771874,29331961,6386236,3254872,1051862,2079502,669303240,11768511,279843785,377690944,270539792,20415480,86735672,35731567,26755106,17587087,9168019,42190670
2020-08-09,337265419,295263550,41334959,24026899,158584,1163314,2990317,2175138,456859,3085317,435295,3032935,36390,2102106,141395,1530410,21518440,2390009,1809631,212337,368041,179007145,1877331,65498128,111631686,45330964,15285047,51015675,20867155,27062682,18432346,8630336,7960670
2020-08-10,3487754833,2983333233,825953952,185555336,39691664,9341600,27856122,68472003,311104925,64690394,41968722,12712611,16377847,10823547,21296511,16062670,204542686,160852269,95299093,31518695,34034481,1531613880,143479272,968117488,420017120,259933379,22086249,137997492,58501839,32719270,24488477,8230793,171948849
2020-08-11,2584374544,2205980574,555498720,153892484,72614982,8895311,15262441,32772502,125637772,28555601,24478298,16585749,17605952,10734365,14532518,33930745,246019495,116023232,70216433,19082823,26723976,1255751502,133755113,757009648,364986741,224819656,21526226,118640859,47084776,26449293,17917790,8531503,94742647
2020-08-12,2443090719,2050927294,413945659,166396527,32682658,8344972,13700019,37160507,31918364,25102380,22865455,17081598,24634169,10311241,12323376,11424393,248592807,88713158,51829568,10892088,25991502,1160240648,121758634,687765292,350716722,214435348,19808402,116472972,119311751,25734000,18267377,7466623,128871224
2020-08-13,2285847903,1967889393,431024824,159843993,33614578,8366471,15747483,35178899,29627638,27717981,24870473,11191643,23379679,8609335,15181810,37694841,184892326,72094921,34496184,15239604,22359133,1153528584,140302491,655098372,358127721,224224320,22308311,111595090,56487283,25340776,17123076,8217700,120990773
2020-08-14,2686082440,2383865296,547587566,225184595,34875711,13892734,25563377,45918908,26619738,62189587,41202910,14567468,17343549,15146400,13190683,11891906,165029082,87969496,48384645,12295139,27289712,1434005041,161592420,849963827,422448794,287986382,27325512,107136900,55827335,31635112,21666463,9968649,75878519
2020-08-15,1430334914,1313569604,250576103,75212098,1989870,3840033,23926568,24588605,3635997,48118377,21091937,15956781,22062915,4160692,4773636,1218594,25443459,23972812,10688430,3525497,9758885,786119456,80803312,448133422,257182722,159199943,30091420,67891359,56439820,31818604,18575758,13242846,47060553
2020-08-16,371104455,340112421,51719433,26912291,1071480,1146520,3121537,2210163,547956,2073449,983612,2714322,9194077,1197701,126620,419705,11219515,6462933,1603976,4636022,222935,190437481,1053655,74576172,114807654,48212612,22124830,44470212,21778279,28908419,19843785,9064634,22014136
2020-08-17,2565474894,2214184876,490005125,185538793,43658304,12053887,16757364,38465032,27989612,44229820,37921687,12718269,32706994,8459134,10299196,19207033,161334021,88393794,46059125,18360846,23973823,1350148263,148869913,753195984,448082366,287628131,21547967,138906268,54050430,33471688,23607829,9863859,66537419
2020-08-18,2200049122,1946428590,466047258,149246979,45560734,11566974,18649563,38826353,28415988,29220810,25637249,8295779,51819873,8895006,14186587,35725363,142421117,60267735,34872340,7287947,18107448,1180465257,139590649,681259213,359615395,231161688,21364724,107088983,38494522,24180528,16689762,7490766,69642559
2020-08-19,2354423315,2011786556,429075045,155755760,35075870,10555041,15217253,38409024,25560653,24971292,28839774,11412177,53978854,6169152,13148111,9982084,208536417,80096327,33595722,22811085,23689520,1154529888,131635217,676171739,346722932,223542444,20099509,103080979,35008484,24882340,17717008,7165332,184502419
2020-08-20,2958711864,2662312125,597970284,160133161,33154404,9106868,19093121,66315735,32490619,59607936,40316054,10775330,50949729,8895844,90799276,16332207,149647965,95113924,49043715,14332557,31737652,1466246879,145298285,945704423,375244171,226326721,21051838,127865612,130997529,26197056,18136057,8060999,204429908
2020-08-21,2838665282,2476592226,593683166,223280428,45809937,11277908,18161637,37979919,23676495,41914118,44202382,12900046,59432432,9902229,27878212,37267423,225110594,78701447,33668927,16745784,28286736,1282027080,139395768,771677699,370953613,242956293,25229986,102767334,41969608,28563698,17587238,10976460,73211640
2020-08-22,836817924,797735334,102135220,50356946,10485558,2212518,4539794,1831993,584600,2135097,2322925,6353487,19048350,655190,633318,975444,9705552,2997017,1602090,145895,1249032,600614532,11052475,238372387,351189670,258260432,16254012,76675226,13969169,24746639,16081034,8665605,33673169
2020-08-23,346216164,305399480,50154081,25363673,184206,1321019,3802225,2084753,611617,4152103,2293296,1541076,7881811,904500,4979,8823,11000439,3923159,3019496,105343,798320,171989856,4102073,67932738,99955045,42648579,14619291,42687175,21676481,26960343,18564301,8396042,12153765
2020-08-24,2881147909,2602728563,540762445,183264593,30083067,21167168,20808930,41738227,16737567,41606647,50273855,12166025,64600127,8911786,29607125,19797328,101575174,95646763,50879127,9362484,35405152,1413604847,179823428,835324049,398457370,251405924,24030601,123020845,44897729,27554862,18682046,8872816,338398697
2020-08-25,2770619100,2420074528,563760581,160098942,33542542,18269711,21907425,53215902,35143577,42789495,72261631,14974964,68710846,10495905,20608976,11740665,193996681,169570415,82249860,34067185,53253370,1301719743,170515971,775233981,355969791,225424092,20450732,110094967,54477642,21735025,13478886,8256139,130835345
2020-08-26,2660930860,2336797559,596378877,158501906,31105885,16902297,22395478,50030760,39928675,47405300,57679367,21211270,79330493,9350532,27321724,35215190,189507921,135435243,76254404,20421638,38759201,1255013776,183727398,740654581,330631797,199235221,20039372,111357204,47807735,19377231,11645308,7731923,148256981
2020-08-27,2993536946,2579842051,581919039,166623394,35140006,12725924,18755111,54318193,42264437,47338464,57150992,17173628,89922711,8565374,19510452,12430353,251555169,191291389,103479596,45214607,42597186,1368845124,200211273,811446211,357187640,224501904,20403798,112281938,48355952,24431680,15972833,8458847,144187326
2020-08-28,3264071895,2901613898,710758507,229178226,40433693,17865510,27440976,54235583,44011132,55514243,73407384,21505346,91267794,13319498,28830382,13748740,198243634,185329880,95143526,32876387,57309967,1585635528,242191588,929418879,414025061,270647431,23322609,120055021,86275800,31113185,20560834,10552351,128395185
2020-08-29,947822329,874806557,142430712,44284286,11068216,2517659,2300959,3111820,4980674,3263120,3380983,8821002,34102933,1548462,863119,22187479,33682259,11121801,4617800,2831458,3672543,614679462,12330469,213932246,388416747,276837074,15976618,95603055,13000972,29215825,19927965,9287860,9327811
2020-08-30,634445902,592554066,96523980,29333259,25952,1559106,5060838,12246158,2702333,10813705,11138989,5251123,10625956,2769251,1435030,3562280,10493591,43309593,18691223,15808460,8809910,270075083,22041134,124474243,123559706,54290120,18544535,50725051,21322993,22776969,13662739,9114230,22442639
2020-08-31,17960981550,16461807744,3952612072,954028039,161865202,72816623,216388734,473725827,83791617,357809017,372118008,69505705,250393299,94269496,126671335,719229170,323017180,1301737073,595721408,260422819,445592846,6600089058,560687571,4496971337,1542430150,690970772,426215830,425243548,1473773116,120523030,23022599,97500431,613325936
2020-09-01,4272751984,3314421261,504106704,145067734,17997595,13543600,13223154,31999991,30971938,32498821,101373772,12415275,58170600,11316944,32835849,2691431,351531658,219909774,125321617,45493270,49094887,1421623062,159367647,840740123,421515292,244656753,28393867,148464672,75034801,28196962,11843947,16353015,594027180
2020-09-02,2546502170,2131271518,514234862,145876310,29149773,17543578,16330893,44366432,46336541,34300015,48477387,12821416,78356844,10094485,27846878,2734310,224801917,107513976,65133699,20114324,22265953,1213380353,158017227,707513527,347849599,213735538,20286886,113827175,45110853,27021225,8353140,18668085,53047336
2020-09-03,2974611168,2481963331,576438277,177133894,27520322,16843826,17597178,51101743,45132934,40302330,55341521,13769027,93297626,10695853,24133629,3568394,206100089,156683357,90750319,22670835,43262203,1452029180,159315944,744863288,547849948,410017954,20797030,117034964,36879052,14716562,8095935,6620627,98704760
2020-09-04,3116182961,2676550336,671340984,211633262,25257726,22024860,22599764,50158526,33895436,54536179,70832936,14512805,93621140,14994696,31077310,26196344,220408642,126252819,73431594,18859250,33961975,1405333887,138383768,851596602,415353517,265577482,22367618,127408417,42844271,19902745,10593817,9308928,255965624
2020-09-05,1022912485,954452428,150052514,45735595,16771252,3323116,4972842,5385755,3382265,3455287,7001852,6391475,28427815,1320634,3035977,20848649,26782149,21446925,15524518,1949852,3972555,656740065,20551102,222200951,413988012,289506360,15473547,109008105,19619799,18910386,9500682,9409704,46286602
2020-09-06,361153549,324719169,56736634,25554566,324194,1407669,4671353,1678584,398577,3182277,6554756,171175,10222870,2415009,141438,14166,12645667,4172245,3049673,947130,175442,189433710,1316996,75314620,112802094,45597720,13540150,53664224,14137683,18282742,10102713,8180029,26015373
2020-09-07,3077629311,2623423712,655423770,170723333,29257934,27167140,18978099,51722784,28773496,59903807,67153570,17028439,114866915,13798190,38431450,17618613,216274628,148433023,80295749,30998745,37138529,1438609523,147791590,884699629,406118304,248839901,23851225,133427178,78836810,19793467,11924124,7869343,73446400
